Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Produccion
Producción de vehículos,2015,Agosto,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Agosto,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 2 100
Producción de vehículos,2015,Agosto,Nissan,Pickup Doble Cabina Diesel,Camiones ligeros,Pick Ups, 1 773
Producción de vehículos,2015,Agosto,Nissan,Pickup Largo,Camiones ligeros,Pick Ups, 1 161
Producción de vehículos,2015,Agosto,Nissan,Pickup Largo Diesel,Camiones ligeros,Pick Ups,199
Producción de vehículos,2015,Agosto,Nissan,Sentra,Automóviles,Compactos, 28 116
Producción de vehículos,2015,Agosto,Nissan,Tiida 5 PTS,Automóviles,Compactos,0
Producción de vehículos,2015,Agosto,Nissan,Tiida Sedan,Automóviles,Compactos, 3 560
Producción de vehículos,2015,Agosto,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 4 535
Producción de vehículos,2015,Agosto,Nissan,Versa,Automóviles,Compactos, 12 903
Producción de vehículos,2015,Agosto,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 3 409
Producción de vehículos,2015,Agosto,Toyota,Yaris-R,Automóviles,Subcompactos, 6 487
Producción de vehículos,2015,Agosto,Volkswagen,Beetle,Automóviles,Compactos, 4 587
Producción de vehículos,2015,Agosto,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 1 597
Producción de vehículos,2015,Agosto,Volkswagen,Golf-,Automóviles,Compactos, 7 434
Producción de vehículos,2015,Agosto,Volkswagen,Golf Variant-/Crossgolf,Automóviles,Compactos, 4 599
Producción de vehículos,2015,Agosto,Volkswagen,Jetta,Automóviles,Compactos, 24 640
Producción de vehículos,2015,Agosto,Volkswagen,Nuevo Jetta TDI,Automóviles,Compactos,94
Producción de vehículos,2015,Septiembre,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 15 196
Producción de vehículos,2015,Septiembre,Chrysler,Journey,Camiones ligeros,SUV's, 16 243
Producción de vehículos,2015,Septiembre,Chrysler,Promaster,Camiones ligeros,SUV's, 2 822
Producción de vehículos,2015,Septiembre,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,119
Producción de vehículos,2015,Septiembre,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 2 010
Producción de vehículos,2015,Septiembre,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 2 813
Producción de vehículos,2015,Septiembre,Fiat,Fiat 500-,Automóviles,Subcompactos, 2 057
Producción de vehículos,2015,Septiembre,Ford Motor,Fiesta NA 5 DR,Automóviles,Subcompactos, 2 468
Producción de vehículos,2015,Septiembre,Ford Motor,Fiesta NA Sedan,Automóviles,Subcompactos, 4 281
Producción de vehículos,2015,Septiembre,Ford Motor,Fusion,Automóviles,Compactos, 21 666
Producción de vehículos,2015,Septiembre,Ford Motor,MKZ-,Automóviles,De Lujo, 3 663
Producción de vehículos,2015,Septiembre,General Motors,Aveo-,Automóviles,Subcompactos, 7 192
Producción de vehículos,2015,Septiembre,General Motors,Captiva Sport,Camiones ligeros,SUV's,204
Producción de vehículos,2015,Septiembre,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 10 438
Producción de vehículos,2015,Septiembre,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,70
Producción de vehículos,2015,Septiembre,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Septiembre,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 23 053
Producción de vehículos,2015,Septiembre,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,130
Producción de vehículos,2015,Septiembre,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Septiembre,General Motors,Sonic-,Automóviles,Subcompactos, 3 231
Producción de vehículos,2015,Septiembre,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,766
Producción de vehículos,2015,Septiembre,General Motors,SRX SUV-,Camiones ligeros,SUV's, 8 919
Producción de vehículos,2015,Septiembre,General Motors,Trax,Camiones ligeros,SUV's, 9 508
Producción de vehículos,2015,Septiembre,Honda,Accord,Automóviles,De Lujo,0
Producción de vehículos,2015,Septiembre,Honda,CR-V-,Camiones ligeros,SUV's, 5 074
Producción de vehículos,2015,Septiembre,Honda,Fit-,Automóviles,Subcompactos, 3 401
Producción de vehículos,2015,Septiembre,Honda,HR-V-,Camiones ligeros,SUV's, 11 256
Producción de vehículos,2015,Septiembre,Mazda,Mazda 2-,Automóviles,Subcompactos, 2 607
Producción de vehículos,2015,Septiembre,Mazda,Mazda 3 Hatchback,Automóviles,Compactos, 4 144
Producción de vehículos,2015,Septiembre,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 7 194
Producción de vehículos,2015,Septiembre,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2015,Septiembre,Mercedes Benz,GLB_,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Septiembre,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 4 104
Producción de vehículos,2015,Septiembre,Nissan,Chasis Largo Diesel,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Septiembre,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,405
Producción de vehículos,2015,Septiembre,Nissan,Frontier L4,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Septiembre,Nissan,March,Automóviles,Subcompactos, 6 289
Producción de vehículos,2015,Septiembre,Nissan,Note,Automóviles,Compactos, 6 101
Producción de vehículos,2015,Septiembre,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 2 139
Producción de vehículos,2015,Septiembre,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Septiembre,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 2 693
Producción de vehículos,2015,Septiembre,Nissan,Pickup Doble Cabina Diesel,Camiones ligeros,Pick Ups, 1 956
Producción de vehículos,2015,Septiembre,Nissan,Pickup Largo,Camiones ligeros,Pick Ups, 1 189
Producción de vehículos,2015,Septiembre,Nissan,Pickup Largo Diesel,Camiones ligeros,Pick Ups,242
Producción de vehículos,2015,Septiembre,Nissan,Sentra,Automóviles,Compactos, 23 851
Producción de vehículos,2015,Septiembre,Nissan,Tiida 5 PTS,Automóviles,Compactos,0
Producción de vehículos,2015,Septiembre,Nissan,Tiida Sedan,Automóviles,Compactos, 2 928
Producción de vehículos,2015,Septiembre,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 3 955
Producción de vehículos,2015,Septiembre,Nissan,Versa,Automóviles,Compactos, 14 530
Producción de vehículos,2015,Septiembre,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 6 734
Producción de vehículos,2015,Septiembre,Toyota,Yaris-R,Automóviles,Subcompactos, 4 367
Producción de vehículos,2015,Septiembre,Volkswagen,Beetle,Automóviles,Compactos, 1 506
Producción de vehículos,2015,Septiembre,Volkswagen,Beetle Cabrio,Automóviles,Compactos,568
Producción de vehículos,2015,Septiembre,Volkswagen,Golf-,Automóviles,Compactos, 3 867
Producción de vehículos,2015,Septiembre,Volkswagen,Golf Variant-/Crossgolf,Automóviles,Compactos, 2 642
Producción de vehículos,2015,Septiembre,Volkswagen,Jetta,Automóviles,Compactos, 18 159
Producción de vehículos,2015,Septiembre,Volkswagen,Nuevo Jetta TDI,Automóviles,Compactos,31
Producción de vehículos,2015,Octubre,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 18 144
Producción de vehículos,2015,Octubre,Chrysler,Journey,Camiones ligeros,SUV's, 17 162
Producción de vehículos,2015,Octubre,Chrysler,Promaster,Camiones ligeros,SUV's, 3 150
Producción de vehículos,2015,Octubre,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,155
Producción de vehículos,2015,Octubre,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 2 097
Producción de vehículos,2015,Octubre,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 3 264
Producción de vehículos,2015,Octubre,Fiat,Fiat 500-,Automóviles,Subcompactos, 2 310
Producción de vehículos,2015,Octubre,Ford Motor,Fiesta NA 5 DR,Automóviles,Subcompactos, 2 576
Producción de vehículos,2015,Octubre,Ford Motor,Fiesta NA Sedan,Automóviles,Subcompactos, 4 745
Producción de vehículos,2015,Octubre,Ford Motor,Fusion,Automóviles,Compactos, 25 467
Producción de vehículos,2015,Octubre,Ford Motor,MKZ-,Automóviles,De Lujo, 4 434
Producción de vehículos,2015,Octubre,General Motors,Aveo-,Automóviles,Subcompactos, 8 126
Producción de vehículos,2015,Octubre,General Motors,Captiva Sport,Camiones ligeros,SUV's,324
Producción de vehículos,2015,Octubre,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 11 823
Producción de vehículos,2015,Octubre,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,140
Producción de vehículos,2015,Octubre,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Octubre,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 24 294
Producción de vehículos,2015,Octubre,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Octubre,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Octubre,General Motors,Sonic-,Automóviles,Subcompactos, 3 647
Producción de vehículos,2015,Octubre,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,427
Producción de vehículos,2015,Octubre,General Motors,SRX SUV-,Camiones ligeros,SUV's, 8 439
Producción de vehículos,2015,Octubre,General Motors,Trax,Camiones ligeros,SUV's, 10 449
Producción de vehículos,2015,Octubre,Honda,Accord,Automóviles,De Lujo,0
Producción de vehículos,2015,Octubre,Honda,CR-V-,Camiones ligeros,SUV's, 5 226
Producción de vehículos,2015,Octubre,Honda,Fit-,Automóviles,Subcompactos, 4 100
Producción de vehículos,2015,Octubre,Honda,HR-V-,Camiones ligeros,SUV's, 12 464
Producción de vehículos,2015,Octubre,Mazda,Mazda 2-,Automóviles,Subcompactos, 2 479
Producción de vehículos,2015,Octubre,Mazda,Mazda 3 Hatchback,Automóviles,Compactos, 6 159
Producción de vehículos,2015,Octubre,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 6 407
Producción de vehículos,2015,Octubre,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2015,Octubre,Mercedes Benz,GLB_,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Octubre,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 3 048
Producción de vehículos,2015,Octubre,Nissan,Chasis Largo Diesel,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Octubre,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,88
Producción de vehículos,2015,Octubre,Nissan,Frontier L4,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Octubre,Nissan,March,Automóviles,Subcompactos, 7 428
Producción de vehículos,2015,Octubre,Nissan,Note,Automóviles,Compactos, 6 865
Producción de vehículos,2015,Octubre,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 2 553
Producción de vehículos,2015,Octubre,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Octubre,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 5 743
Producción de vehículos,2015,Octubre,Nissan,Pickup Doble Cabina Diesel,Camiones ligeros,Pick Ups, 2 020
Producción de vehículos,2015,Octubre,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,473
Producción de vehículos,2015,Octubre,Nissan,Pickup Largo Diesel,Camiones ligeros,Pick Ups,326
Producción de vehículos,2015,Octubre,Nissan,Sentra,Automóviles,Compactos, 27 974
Producción de vehículos,2015,Octubre,Nissan,Tiida 5 PTS,Automóviles,Compactos,0
Producción de vehículos,2015,Octubre,Nissan,Tiida Sedan,Automóviles,Compactos, 3 614
Producción de vehículos,2015,Octubre,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 4 918
Producción de vehículos,2015,Octubre,Nissan,Versa,Automóviles,Compactos, 18 006
Producción de vehículos,2015,Octubre,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 8 168
Producción de vehículos,2015,Octubre,Toyota,Yaris-R,Automóviles,Subcompactos, 4 258
Producción de vehículos,2015,Octubre,Volkswagen,Beetle,Automóviles,Compactos, 2 636
Producción de vehículos,2015,Octubre,Volkswagen,Beetle Cabrio,Automóviles,Compactos,839
Producción de vehículos,2015,Octubre,Volkswagen,Golf-,Automóviles,Compactos, 8 586
Producción de vehículos,2015,Octubre,Volkswagen,Golf Variant-/Crossgolf,Automóviles,Compactos, 1 784
Producción de vehículos,2015,Octubre,Volkswagen,Jetta,Automóviles,Compactos, 29 490
Producción de vehículos,2015,Octubre,Volkswagen,Nuevo Jetta TDI,Automóviles,Compactos,51
Producción de vehículos,2015,Noviembre,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 18 386
Producción de vehículos,2015,Noviembre,Chrysler,Journey,Camiones ligeros,SUV's, 16 026
Producción de vehículos,2015,Noviembre,Chrysler,Promaster,Camiones ligeros,SUV's, 2 898
Producción de vehículos,2015,Noviembre,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,117
Producción de vehículos,2015,Noviembre,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 1 996
Producción de vehículos,2015,Noviembre,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 4 080
Producción de vehículos,2015,Noviembre,Fiat,Fiat 500-,Automóviles,Subcompactos, 2 234
Producción de vehículos,2015,Noviembre,Ford Motor,Fiesta NA 5 DR,Automóviles,Subcompactos, 3 310
Producción de vehículos,2015,Noviembre,Ford Motor,Fiesta NA Sedan,Automóviles,Subcompactos, 5 725
Producción de vehículos,2015,Noviembre,Ford Motor,Fusion,Automóviles,Compactos, 22 250
Producción de vehículos,2015,Noviembre,Ford Motor,MKZ-,Automóviles,De Lujo, 2 847
Producción de vehículos,2015,Noviembre,General Motors,Aveo-,Automóviles,Subcompactos, 7 403
Producción de vehículos,2015,Noviembre,General Motors,Captiva Sport,Camiones ligeros,SUV's,142
Producción de vehículos,2015,Noviembre,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 12 384
Producción de vehículos,2015,Noviembre,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,167
Producción de vehículos,2015,Noviembre,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,253
Producción de vehículos,2015,Noviembre,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 19 429
Producción de vehículos,2015,Noviembre,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,106
Producción de vehículos,2015,Noviembre,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Noviembre,General Motors,Sonic-,Automóviles,Subcompactos, 3 596
Producción de vehículos,2015,Noviembre,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,504
Producción de vehículos,2015,Noviembre,General Motors,SRX SUV-,Camiones ligeros,SUV's, 9 884
Producción de vehículos,2015,Noviembre,General Motors,Trax,Camiones ligeros,SUV's, 9 476
Producción de vehículos,2015,Noviembre,Honda,Accord,Automóviles,De Lujo,0
Producción de vehículos,2015,Noviembre,Honda,CR-V-,Camiones ligeros,SUV's, 5 195
Producción de vehículos,2015,Noviembre,Honda,Fit-,Automóviles,Subcompactos, 2 741
Producción de vehículos,2015,Noviembre,Honda,HR-V-,Camiones ligeros,SUV's, 12 238
Producción de vehículos,2015,Noviembre,Mazda,Mazda 2-,Automóviles,Subcompactos, 3 714
Producción de vehículos,2015,Noviembre,Mazda,Mazda 3 Hatchback,Automóviles,Compactos, 4 426
Producción de vehículos,2015,Noviembre,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 4 750
Producción de vehículos,2015,Noviembre,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2015,Noviembre,Mercedes Benz,GLB_,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Noviembre,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 3 291
Producción de vehículos,2015,Noviembre,Nissan,Chasis Largo Diesel,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Noviembre,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Noviembre,Nissan,Frontier L4,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Noviembre,Nissan,March,Automóviles,Subcompactos, 6 165
Producción de vehículos,2015,Noviembre,Nissan,Note,Automóviles,Compactos, 4 861
Producción de vehículos,2015,Noviembre,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 2 205
Producción de vehículos,2015,Noviembre,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Noviembre,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 3 923
Producción de vehículos,2015,Noviembre,Nissan,Pickup Doble Cabina Diesel,Camiones ligeros,Pick Ups, 1 866
Producción de vehículos,2015,Noviembre,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,716
Producción de vehículos,2015,Noviembre,Nissan,Pickup Largo Diesel,Camiones ligeros,Pick Ups,360
Producción de vehículos,2015,Noviembre,Nissan,Sentra,Automóviles,Compactos, 23 734
Producción de vehículos,2015,Noviembre,Nissan,Tiida 5 PTS,Automóviles,Compactos,0
Producción de vehículos,2015,Noviembre,Nissan,Tiida Sedan,Automóviles,Compactos, 3 050
Producción de vehículos,2015,Noviembre,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 4 255
Producción de vehículos,2015,Noviembre,Nissan,Versa,Automóviles,Compactos, 15 953
Producción de vehículos,2015,Noviembre,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 7 822
Producción de vehículos,2015,Noviembre,Toyota,Yaris-R,Automóviles,Subcompactos, 3 373
Producción de vehículos,2015,Noviembre,Volkswagen,Beetle,Automóviles,Compactos, 4 135
Producción de vehículos,2015,Noviembre,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 1 379
Producción de vehículos,2015,Noviembre,Volkswagen,Golf-,Automóviles,Compactos, 6 598
Producción de vehículos,2015,Noviembre,Volkswagen,Golf Variant-/Crossgolf,Automóviles,Compactos, 1 451
Producción de vehículos,2015,Noviembre,Volkswagen,Jetta,Automóviles,Compactos, 24 857
Producción de vehículos,2015,Noviembre,Volkswagen,Nuevo Jetta TDI,Automóviles,Compactos,67
Producción de vehículos,2015,Diciembre,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 14 020
Producción de vehículos,2015,Diciembre,Chrysler,Journey,Camiones ligeros,SUV's, 14 085
Producción de vehículos,2015,Diciembre,Chrysler,Promaster,Camiones ligeros,SUV's, 2 521
Producción de vehículos,2015,Diciembre,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,383
Producción de vehículos,2015,Diciembre,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 1 510
Producción de vehículos,2015,Diciembre,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 3 789
Producción de vehículos,2015,Diciembre,Fiat,Fiat 500-,Automóviles,Subcompactos, 1 910
Producción de vehículos,2015,Diciembre,Ford Motor,Fiesta NA 5 DR,Automóviles,Subcompactos, 3 147
Producción de vehículos,2015,Diciembre,Ford Motor,Fiesta NA Sedan,Automóviles,Subcompactos, 2 313
Producción de vehículos,2015,Diciembre,Ford Motor,Fusion,Automóviles,Compactos, 24 408
Producción de vehículos,2015,Diciembre,Ford Motor,MKZ-,Automóviles,De Lujo, 1 281
Producción de vehículos,2015,Diciembre,General Motors,Aveo-,Automóviles,Subcompactos,-20
